filename,dose_ppm_h,risk_band,quality_status,L,a,b,darkness,rel_dark,patch_r,patch_g,patch_b
clean/clean_0021.jpg,9.4929,medium,pass,52.157,-10.0,42.0,0.5304,0.3959,129.24,128.45,49.99
clean/clean_0022.jpg,30.9655,high,pass,29.804,-19.0,23.0,0.7451,0.6548,51.84,77.83,33.54
clean/clean_0023.jpg,6.2364,medium,pass,56.471,-8.0,57.0,0.4975,0.3459,149.83,137.96,20.72
clean/clean_0024.jpg,27.5533,high,pass,30.588,-15.0,29.0,0.7351,0.6457,63.85,77.84,24.31
clean/clean_0025.jpg,24.4447,high,pass,31.373,-22.0,26.0,0.7366,0.6366,50.08,82.54,32.71
clean/clean_0026.jpg,4.168,low,pass,63.922,-1.0,55.0,0.4124,0.2596,180.08,153.44,51.9
clean/clean_0027.jpg,30.4528,high,pass,28.235,-8.0,28.0,0.7497,0.673,68.44,69.5,22.43
clean/clean_0028.jpg,17.3096,medium,pass,40.0,-15.0,36.0,0.6521,0.5367,88.63,99.85,31.55
clean/clean_0029.jpg,43.0673,high,pass,14.51,5.0,2.0,0.8535,0.832,44.37,34.35,34.39
clean/clean_0030.jpg,14.2548,medium,pass,47.451,-11.0,37.0,0.5765,0.4504,114.6,116.58,46.43
clean/clean_0031.jpg,39.4498,high,pass,14.902,-9.0,12.0,0.8608,0.8274,31.34,40.72,19.51
clean/clean_0032.jpg,9.4201,medium,pass,54.902,-9.0,49.0,0.5054,0.3641,141.3,134.97,40.82
clean/clean_0033.jpg,2.3308,low,pass,67.451,-4.0,34.0,0.3657,0.2187,178.51,164.8,102.04
clean/clean_0034.jpg,34.1545,high,pass,24.706,-13.0,15.0,0.7838,0.7138,47.29,63.13,34.53
clean/clean_0035.jpg,0.8229,fresh,pass,76.078,-5.0,13.0,0.2665,0.119,188.59,190.57,164.76
clean/clean_0036.jpg,5.7528,medium,pass,54.902,8.0,56.0,0.5049,0.364,168.16,124.9,23.35
clean/clean_0037.jpg,37.9962,high,pass,15.686,-6.0,12.0,0.8506,0.8183,36.85,41.62,23.17
clean/clean_0038.jpg,16.7004,medium,pass,44.706,-17.0,38.0,0.6072,0.4822,98.89,112.88,38.11
clean/clean_0039.jpg,22.6234,high,pass,37.255,1.0,23.0,0.6582,0.5685,101.53,86.89,50.91
clean/clean_0040.jpg,31.7125,high,pass,28.235,-3.0,16.0,0.7406,0.673,70.28,68.57,42.75
clean/clean_0041.jpg,30.7652,high,pass,26.275,-7.0,22.0,0.7651,0.6957,62.08,64.99,28.08
clean/clean_0042.jpg,14.1848,medium,pass,44.706,-11.0,42.0,0.6078,0.4822,109.19,109.32,28.09
clean/clean_0043.jpg,1.5475,low,pass,71.765,7.0,22.0,0.3078,0.1688,204.15,170.12,136.91
clean/clean_0044.jpg,8.5568,medium,pass,55.294,-5.0,54.0,0.5029,0.3596,150.63,133.23,30.76
clean/clean_0045.jpg,10.3902,medium,pass,48.235,-10.0,44.0,0.5713,0.4413,120.1,118.39,34.39
clean/clean_0046.jpg,37.3447,high,pass,20.784,-19.0,17.0,0.8243,0.7592,27.77,57.47,24.25
clean/clean_0047.jpg,38.8677,high,pass,20.0,-5.0,17.0,0.816,0.7684,49.88,50.01,23.26
clean/clean_0048.jpg,3.6903,low,pass,61.176,5.0,49.0,0.4368,0.2915,179.1,142.3,57.38
clean/clean_0049.jpg,15.5211,medium,pass,43.922,-16.0,39.0,0.6165,0.4913,97.91,110.05,34.36
clean/clean_0050.jpg,44.3578,high,pass,15.294,-8.0,12.0,0.8558,0.8229,33.16,41.62,21.33
clean/clean_0051.jpg,15.7771,medium,pass,40.0,-3.0,31.0,0.6377,0.5367,105.31,95.29,43.61
clean/clean_0052.jpg,28.7175,high,pass,28.235,-20.0,19.0,0.7618,0.673,43.48,74.1,37.2
clean/clean_0053.jpg,27.9987,high,pass,29.804,-11.0,21.0,0.735,0.6548,64.68,74.97,37.15
clean/clean_0054.jpg,26.6585,high,pass,35.686,-19.0,25.0,0.6929,0.5867,65.57,91.56,43.58
clean/clean_0055.jpg,14.257,medium,pass,43.922,-10.0,37.0,0.6106,0.4913,106.23,107.29,39.92
clean/clean_0056.jpg,5.909,medium,pass,58.431,-3.0,56.0,0.4746,0.3232,161.63,139.61,32.52
clean/clean_0057.jpg,24.0839,high,pass,36.863,-17.0,35.0,0.6825,0.5731,77.75,93.59,24.36
clean/clean_0058.jpg,30.7343,high,pass,30.196,-19.0,24.0,0.7434,0.6502,52.57,78.57,31.5
clean/clean_0059.jpg,1.6333,low,pass,72.549,4.0,16.0,0.3007,0.1597,196.61,174.58,149.69
clean/clean_0060.jpg,29.0539,high,pass,30.588,-11.0,17.0,0.7266,0.6457,64.78,76.93,45.57
clean/clean_0061.jpg,45.2412,high,pass,7.843,-6.0,6.0,0.9133,0.9092,19.4,25.08,14.03
clean/clean_0062.jpg,43.6825,high,pass,11.765,-3.0,12.0,0.8805,0.8637,33.23,32.45,13.08
clean/clean_0063.jpg,37.7825,high,pass,27.059,-22.0,22.0,0.7735,0.6866,39.84,72.3,29.85
clean/clean_0064.jpg,25.2567,high,pass,32.941,-10.0,29.0,0.7073,0.6185,77.75,81.58,30.83
clean/clean_0065.jpg,13.6512,medium,pass,43.922,-7.0,38.0,0.6059,0.4913,112.82,106.5,37.28
clean/clean_0066.jpg,22.7097,high,pass,34.51,-18.0,24.0,0.7014,0.6002,64.57,88.72,41.66
clean/clean_0067.jpg,27.4256,high,pass,27.059,-10.0,15.0,0.7584,0.6866,57.45,67.75,41.0
clean/clean_0068.jpg,7.646,medium,pass,53.333,1.0,50.0,0.5187,0.3822,152.27,124.7,35.17
clean/clean_0069.jpg,7.7774,medium,pass,56.471,-5.0,51.0,0.4911,0.346,151.62,136.06,40.06
clean/clean_0070.jpg,27.0852,high,pass,29.412,-4.0,15.0,0.7318,0.6594,72.97,70.34,46.37
clean/clean_0071.jpg,40.3326,high,pass,18.039,-6.0,18.0,0.8322,0.7911,44.45,46.44,19.69
clean/clean_0072.jpg,24.9513,high,pass,33.333,-13.0,21.0,0.7051,0.6139,68.51,84.35,45.59
clean/clean_0073.jpg,6.9125,medium,pass,59.608,-13.0,60.0,0.4701,0.3097,151.48,148.85,21.44
clean/clean_0074.jpg,13.1841,medium,pass,47.451,-5.0,39.0,0.5718,0.4504,124.75,113.8,44.58
clean/clean_0075.jpg,0.4653,fresh,pass,79.608,-1.0,4.0,0.2254,0.078,199.68,197.96,189.69
clean/clean_0076.jpg,29.13,high,pass,23.137,1.0,17.0,0.7826,0.732,66.49,54.63,30.65
clean/clean_0077.jpg,10.2529,medium,pass,52.549,-7.0,47.0,0.527,0.3914,137.63,127.61,39.92
clean/clean_0078.jpg,17.1843,medium,pass,41.569,-19.0,39.0,0.6424,0.5185,86.89,105.49,28.88
clean/clean_0079.jpg,27.4717,high,pass,27.843,-11.0,16.0,0.7518,0.6775,58.05,70.19,41.6
clean/clean_0080.jpg,22.493,high,pass,33.333,-12.0,27.0,0.7055,0.6139,74.11,83.49,34.58
clean/clean_0081.jpg,13.3001,medium,pass,47.059,-14.0,35.0,0.5792,0.4549,108.97,117.41,50.97
clean/clean_0082.jpg,27.8253,high,pass,30.196,-16.0,21.0,0.7373,0.6502,57.27,77.73,37.13
clean/clean_0083.jpg,8.2126,medium,pass,47.451,3.0,47.0,0.5746,0.4504,138.46,109.06,26.9
clean/clean_0084.jpg,17.0854,medium,pass,43.922,-19.0,37.0,0.6164,0.4913,92.43,111.96,39.04
clean/clean_0085.jpg,16.89,medium,pass,41.961,-13.0,31.0,0.6269,0.5139,95.2,104.57,46.43
clean/clean_0086.jpg,18.4161,medium,pass,43.137,-14.0,36.0,0.6189,0.5004,98.83,107.28,40.83
clean/clean_0087.jpg,13.7133,medium,pass,44.314,-7.0,42.0,0.6068,0.4867,113.65,107.32,28.86
clean/clean_0088.jpg,20.8133,high,pass,35.686,-9.0,28.0,0.6816,0.5867,84.07,87.9,39.0
clean/clean_0089.jpg,18.8636,medium,pass,40.392,-17.0,25.0,0.6433,0.5322,81.55,102.92,54.02
clean/clean_0090.jpg,13.5469,medium,pass,52.549,-19.0,48.0,0.5409,0.3913,118.32,132.31,35.39
clean/clean_0091.jpg,2.4136,low,pass,65.49,3.0,28.0,0.3802,0.2414,181.98,155.34,109.21
clean/clean_0092.jpg,4.9912,low,pass,60.784,-3.0,61.0,0.4522,0.296,169.88,146.93,23.21
clean/clean_0093.jpg,25.205,high,pass,32.941,-17.0,21.0,0.7139,0.6185,61.84,84.14,44.47
clean/clean_0094.jpg,48.7909,high,pass,12.941,-21.0,17.0,0.8961,0.8501,10.29,39.12,3.9
clean/clean_0095.jpg,6.0315,medium,pass,59.608,-7.0,54.0,0.4594,0.3096,159.89,145.25,41.86
clean/clean_0096.jpg,8.6132,medium,pass,55.294,3.0,50.0,0.4983,0.3595,160.69,128.51,38.98
clean/clean_0097.jpg,24.3175,high,pass,37.647,-22.0,29.0,0.6795,0.564,66.67,97.29,40.99
clean/clean_0098.jpg,22.7401,high,pass,37.255,-16.0,35.0,0.6793,0.5685,79.56,93.55,27.09
clean/clean_0099.jpg,29.4203,high,pass,29.412,-10.0,23.0,0.7401,0.6594,65.62,73.14,32.55
clean/clean_0100.jpg,25.2786,high,pass,35.294,-14.0,23.0,0.6895,0.5913,73.02,88.86,45.49
clean/clean_0101.jpg,9.5532,medium,pass,53.333,-3.0,52.0,0.5213,0.3823,146.93,127.68,27.97
clean/clean_0102.jpg,33.2549,high,pass,29.804,-21.0,24.0,0.7473,0.6548,48.99,78.67,31.61
clean/clean_0103.jpg,25.35,high,pass,34.118,-16.0,33.0,0.7061,0.6048,71.1,86.94,23.24
clean/clean_0104.jpg,39.7442,high,pass,19.608,-18.0,19.0,0.8312,0.7729,30.66,53.89,19.75
clean/clean_0105.jpg,16.4969,medium,pass,43.529,-20.0,33.0,0.6189,0.4959,87.84,111.99,45.53
clean/clean_0106.jpg,20.0285,high,pass,37.255,-12.0,34.0,0.6735,0.5685,85.89,92.49,28.8
clean/clean_0107.jpg,42.0705,high,pass,19.216,-9.0,11.0,0.8243,0.7774,39.8,50.1,30.74
clean/clean_0108.jpg,7.0063,medium,pass,57.255,3.0,47.0,0.476,0.3368,165.45,133.27,52.05
clean/clean_0109.jpg,34.6228,high,pass,21.961,-6.0,16.0,0.7968,0.7456,52.82,55.73,28.98
clean/clean_0110.jpg,11.8754,medium,pass,50.98,-7.0,45.0,0.5432,0.4095,133.08,123.06,39.06
clean/clean_0111.jpg,26.707,high,pass,31.373,-11.0,27.0,0.7241,0.6367,69.25,78.63,30.64
clean/clean_0112.jpg,20.5731,high,pass,38.431,-23.0,34.0,0.6741,0.5549,69.34,99.94,32.57
clean/clean_0113.jpg,6.1741,medium,pass,54.51,-5.0,51.0,0.511,0.3686,146.0,131.36,34.44
clean/clean_0114.jpg,11.3017,medium,pass,47.451,-3.0,45.0,0.5758,0.4505,129.42,112.02,32.63
clean/clean_0115.jpg,19.6263,medium,pass,35.686,-14.0,20.0,0.6836,0.5866,72.07,90.67,51.92
clean/clean_0116.jpg,6.23,medium,pass,55.294,2.0,51.0,0.4973,0.3595,159.76,129.43,38.97
clean/clean_0117.jpg,8.0144,medium,pass,50.588,3.0,45.0,0.5419,0.4141,146.05,116.64,40.96
clean/clean_0118.jpg,25.88,high,pass,38.431,-18.0,35.0,0.6702,0.5549,79.38,97.06,29.68
clean/clean_0119.jpg,16.6368,medium,pass,39.216,-7.0,34.0,0.6522,0.5458,98.66,94.19,34.19
clean/clean_0120.jpg,16.6121,medium,pass,43.137,-21.0,41.0,0.6292,0.5004,87.65,110.87,28.71
clean/clean_0121.jpg,20.281,high,pass,39.216,-14.0,32.0,0.6572,0.5458,86.82,97.11,38.97
clean/clean_0122.jpg,16.5169,medium,pass,41.569,-10.0,38.0,0.6334,0.5185,100.73,101.79,31.64
clean/clean_0123.jpg,16.4206,medium,pass,47.059,-26.0,43.0,0.5967,0.455,90.5,122.95,31.57
clean/clean_0124.jpg,17.8991,medium,pass,37.255,-6.0,28.0,0.6645,0.5685,94.18,89.7,41.71
clean/clean_0125.jpg,0.459,fresh,pass,78.431,2.0,4.0,0.2349,0.0916,201.46,193.28,187.78
clean/clean_0126.jpg,2.4835,low,pass,60.0,4.0,19.0,0.4328,0.305,163.55,141.52,111.09
clean/clean_0127.jpg,30.9769,high,pass,28.627,-17.0,16.0,0.7511,0.6684,48.92,74.92,42.63
clean/clean_0128.jpg,13.3305,medium,pass,45.098,-4.0,39.0,0.5962,0.4777,119.07,107.2,38.91
clean/clean_0129.jpg,18.3518,medium,pass,46.667,-31.0,41.0,0.6084,0.4594,78.57,123.03,36.27
clean/clean_0130.jpg,3.0167,low,pass,66.275,-13.0,33.0,0.3854,0.2325,158.81,166.33,101.73
clean/clean_0131.jpg,21.0964,high,pass,42.745,-24.0,33.0,0.6327,0.5049,78.48,110.93,44.48
clean/clean_0132.jpg,25.6732,high,pass,27.843,-9.0,25.0,0.7522,0.6775,64.69,69.44,27.0
clean/clean_0133.jpg,32.7386,high,pass,28.627,-18.0,18.0,0.755,0.6684,47.06,74.9,38.92
clean/clean_0134.jpg,44.3404,high,pass,14.118,-9.0,4.0,0.8659,0.8365,24.88,39.8,29.68
clean/clean_0135.jpg,24.3211,high,pass,36.078,-17.0,24.0,0.6847,0.5821,71.31,91.77,45.64
clean/clean_0136.jpg,14.9871,medium,pass,40.392,-12.0,39.0,0.6483,0.5321,94.22,99.9,25.13
clean/clean_0137.jpg,20.3797,high,pass,35.686,-17.0,25.0,0.6896,0.5866,70.17,90.62,43.56
clean/clean_0138.jpg,25.9518,high,pass,33.333,-22.0,30.0,0.719,0.6139,58.22,86.98,27.92
clean/clean_0139.jpg,6.8628,medium,pass,59.608,-8.0,58.0,0.4639,0.3095,157.85,146.91,28.74
clean/clean_0140.jpg,17.2067,medium,pass,41.569,-20.0,37.0,0.6414,0.5185,84.13,106.43,33.5
clean/clean_0141.jpg,30.4948,high,pass,30.98,-18.0,18.0,0.7343,0.6412,53.53,79.52,44.47
clean/clean_0142.jpg,41.1528,high,pass,16.471,-13.0,11.0,0.8514,0.8092,28.57,45.34,24.13
clean/clean_0143.jpg,19.9474,medium,pass,43.922,-23.0,38.0,0.6238,0.4913,85.14,112.98,36.37
clean/clean_0144.jpg,35.164,high,pass,21.961,-9.0,16.0,0.8002,0.7456,48.06,56.51,29.76
clean/clean_0145.jpg,9.9063,medium,pass,53.725,-5.0,51.0,0.5184,0.3777,144.11,129.48,32.55
clean/clean_0146.jpg,4.332,low,pass,61.961,3.0,53.0,0.4301,0.2824,180.13,146.1,50.1
clean/clean_0147.jpg,1.5058,low,pass,70.196,-4.0,18.0,0.3326,0.1869,177.21,172.73,138.6
clean/clean_0148.jpg,28.5316,high,pass,29.02,-11.0,25.0,0.7444,0.6639,63.67,73.04,28.75
clean/clean_0149.jpg,10.3908,medium,pass,52.941,-2.0,48.0,0.5228,0.3868,145.17,125.92,38.22
clean/clean_0150.jpg,14.2473,medium,pass,48.627,-16.0,44.0,0.5741,0.4368,111.93,121.31,34.54
clean/clean_0151.jpg,6.6538,medium,pass,55.686,2.0,52.0,0.4943,0.355,161.7,130.44,35.37
clean/clean_0152.jpg,4.5705,low,pass,58.431,-3.0,50.0,0.466,0.3233,160.85,140.67,48.37
clean/clean_0153.jpg,6.4397,medium,pass,56.471,-8.0,52.0,0.4936,0.346,147.83,137.8,35.34
clean/clean_0154.jpg,33.5429,high,pass,25.098,-8.0,20.0,0.7754,0.7093,58.37,62.2,28.98
clean/clean_0155.jpg,11.0879,medium,pass,50.98,5.0,42.0,0.533,0.4095,149.75,117.56,46.49
clean/clean_0156.jpg,28.7504,high,pass,31.765,-16.0,18.0,0.7242,0.6321,58.16,81.38,45.4
clean/clean_0157.jpg,2.3142,low,pass,66.667,1.0,21.0,0.3662,0.2278,177.28,160.8,124.82
clean/clean_0158.jpg,16.2768,medium,pass,44.314,-16.0,38.0,0.61,0.4867,98.81,111.87,37.11
clean/clean_0159.jpg,11.7401,medium,pass,50.196,-13.0,45.0,0.5571,0.4186,119.07,124.74,36.13
clean/clean_0160.jpg,0.7628,fresh,pass,75.294,-9.0,6.0,0.2802,0.1279,173.59,190.35,174.69
clean/clean_0161.jpg,10.0377,medium,pass,50.98,-1.0,48.0,0.5414,0.4095,142.38,120.35,32.66
clean/clean_0162.jpg,3.8642,low,pass,62.353,-2.0,45.0,0.4227,0.2778,171.92,149.9,68.67
clean/clean_0163.jpg,23.3014,high,pass,35.294,-10.0,21.0,0.6828,0.5912,79.38,87.83,49.08
clean/clean_0164.jpg,35.2018,high,pass,25.49,-8.0,22.0,0.7718,0.7047,59.16,63.92,26.08
clean/clean_0165.jpg,45.9766,high,pass,13.725,-16.0,12.0,0.8766,0.841,18.55,40.87,16.88
clean/clean_0166.jpg,8.2002,medium,pass,54.51,0.0,49.0,0.5072,0.3686,152.51,128.64,40.02
clean/clean_0167.jpg,7.5005,medium,pass,55.294,2.0,55.0,0.5047,0.3596,160.64,128.46,25.06
clean/clean_0168.jpg,5.79,medium,pass,54.902,6.0,54.0,0.502,0.3641,164.39,126.67,30.66
clean/clean_0169.jpg,36.7518,high,pass,18.824,-2.0,13.0,0.8223,0.782,49.92,46.35,27.92
clean/clean_0170.jpg,17.2105,medium,pass,37.255,-13.0,29.0,0.6722,0.5685,82.25,92.55,40.87
clean/clean_0171.jpg,8.2235,medium,pass,52.157,-7.0,45.0,0.5282,0.3959,136.82,126.8,43.72
clean/clean_0172.jpg,10.5971,medium,pass,52.549,-4.0,51.0,0.5315,0.3913,142.19,125.71,27.86
clean/clean_0173.jpg,37.7776,high,pass,18.824,-12.0,18.0,0.8311,0.782,38.03,50.17,19.73
clean/clean_0174.jpg,0.3394,fresh,pass,83.529,0.0,10.0,0.1848,0.0324,215.07,207.82,189.39
clean/clean_0175.jpg,40.7375,high,pass,16.078,2.0,10.0,0.8416,0.8138,48.9,38.88,25.98
clean/clean_0176.jpg,39.2604,high,pass,20.0,-11.0,13.0,0.8176,0.7684,39.88,52.95,30.83
clean/clean_0177.jpg,15.9026,medium,pass,44.314,-17.0,43.0,0.6173,0.4867,98.87,111.01,25.16
clean/clean_0178.jpg,7.4916,medium,pass,49.804,8.0,43.0,0.5453,0.4231,150.29,112.57,43.34
clean/clean_0179.jpg,3.1992,low,pass,64.706,-4.0,31.0,0.3945,0.2505,169.15,157.28,100.99
clean/clean_0180.jpg,45.5801,high,pass,10.98,7.0,4.0,0.88,0.8728,41.72,26.15,24.34
clean/clean_0181.jpg,6.2046,medium,pass,56.471,-2.0,46.0,0.4865,0.3459,155.32,134.22,50.23
clean/clean_0182.jpg,3.9764,low,pass,60.784,-4.0,49.0,0.4449,0.2959,165.37,146.11,55.66
clean/clean_0183.jpg,22.394,high,pass,36.078,-9.0,27.0,0.6792,0.5822,85.23,88.14,40.15
clean/clean_0184.jpg,43.9443,high,pass,10.98,0.0,5.0,0.882,0.8728,33.3,29.75,23.32
clean/clean_0185.jpg,39.9719,high,pass,17.647,-12.0,18.0,0.8419,0.7956,36.03,47.26,15.88
clean/clean_0186.jpg,8.2088,medium,pass,52.549,-3.0,47.0,0.5261,0.3913,142.08,125.6,40.68
clean/clean_0187.jpg,13.8038,medium,pass,46.275,-3.0,41.0,0.5824,0.464,124.62,110.91,36.15
clean/clean_0188.jpg,2.1965,low,pass,67.451,-5.0,25.0,0.3631,0.2188,172.85,165.59,118.54
clean/clean_0189.jpg,4.9306,low,pass,61.569,-6.0,60.0,0.4463,0.2869,167.19,149.78,28.85
clean/clean_0190.jpg,25.3395,high,pass,38.039,-17.0,23.0,0.6686,0.5594,74.03,96.33,51.12
clean/clean_0191.jpg,21.904,high,pass,40.784,-27.0,37.0,0.6596,0.5276,68.37,107.29,29.75
clean/clean_0192.jpg,1.4197,low,pass,72.941,-1.0,24.0,0.3,0.1551,194.79,178.31,136.79
clean/clean_0193.jpg,21.6,high,pass,37.255,-18.0,29.0,0.6757,0.5685,74.87,95.32,38.11
clean/clean_0194.jpg,5.6225,medium,pass,57.255,4.0,59.0,0.4902,0.3368,169.17,132.37,15.12
clean/clean_0195.jpg,7.169,medium,pass,54.902,-4.0,53.0,0.5076,0.3641,150.64,131.39,29.84
clean/clean_0196.jpg,18.2919,medium,pass,36.471,-11.0,31.0,0.6794,0.5776,84.2,89.87,33.58
clean/clean_0197.jpg,10.6455,medium,pass,50.588,-2.0,42.0,0.5426,0.4141,138.54,119.29,45.45
clean/clean_0198.jpg,44.0853,high,pass,12.941,-11.0,9.0,0.8792,0.8501,22.12,37.05,21.37
clean/clean_0199.jpg,20.5792,high,pass,37.255,-8.0,26.0,0.668,0.5685,88.54,90.52,44.38
clean/clean_0200.jpg,6.6251,medium,pass,60.784,-6.0,59.0,0.4543,0.2959,163.53,147.97,29.81
clean/clean_0201.jpg,33.6564,high,pass,19.608,-3.0,10.0,0.8153,0.7729,49.98,48.27,33.53
clean/clean_0202.jpg,16.3873,medium,pass,45.882,-17.0,39.0,0.5976,0.4685,100.78,115.69,40.01
clean/clean_0203.jpg,28.7627,high,pass,31.373,-16.0,22.0,0.728,0.6366,59.11,80.49,38.97
clean/clean_0204.jpg,11.4865,medium,pass,45.882,-8.0,42.0,0.591,0.4686,116.37,111.89,33.44
clean/clean_0205.jpg,25.7858,high,pass,32.549,-16.0,26.0,0.7177,0.623,64.61,83.22,33.39
clean/clean_0206.jpg,10.2279,medium,pass,51.373,-12.0,52.0,0.5503,0.405,126.67,126.81,20.64
clean/clean_0207.jpg,36.421,high,pass,25.882,-11.0,12.0,0.7688,0.7002,51.78,65.78,42.73
clean/clean_0208.jpg,11.6968,medium,pass,49.02,3.0,42.0,0.5544,0.4322,140.4,113.76,42.69
clean/clean_0209.jpg,21.5943,high,pass,37.255,-12.0,22.0,0.6682,0.5685,81.38,92.6,52.0
clean/clean_0210.jpg,34.8126,high,pass,24.314,-13.0,9.0,0.7862,0.7184,41.64,63.02,44.58
clean/clean_0211.jpg,12.6053,medium,pass,47.451,-10.0,37.0,0.5739,0.4504,116.45,116.59,47.37
clean/clean_0212.jpg,26.2148,high,pass,32.941,-18.0,24.0,0.7162,0.6185,61.88,84.18,38.97
clean/clean_0213.jpg,34.0743,high,pass,24.706,-10.0,18.0,0.7804,0.7139,53.65,62.1,30.74
clean/clean_0214.jpg,25.574,high,pass,38.431,-22.0,36.0,0.6732,0.5549,72.12,99.96,27.03
clean/clean_0215.jpg,6.1483,medium,pass,55.686,3.0,47.0,0.4891,0.355,160.91,130.57,48.42
clean/clean_0216.jpg,15.6523,medium,pass,44.314,-10.0,32.0,0.6047,0.4867,105.38,108.29,50.15
clean/clean_0217.jpg,0.9822,fresh,pass,74.902,-1.0,10.0,0.2768,0.1324,190.32,184.91,166.48
clean/clean_0218.jpg,15.2883,medium,pass,43.529,-6.0,34.0,0.6101,0.4958,110.71,104.38,44.39
clean/clean_0219.jpg,13.7063,medium,pass,42.745,1.0,44.0,0.6202,0.5049,121.03,99.0,22.38
clean/clean_0220.jpg,39.7972,high,pass,19.608,-7.0,3.0,0.8211,0.7729,37.18,50.25,43.82
clean/clean_0221.jpg,16.2463,medium,pass,44.314,-12.0,36.0,0.6066,0.4868,105.21,109.04,42.59
clean/clean_0222.jpg,7.536,medium,pass,54.51,6.0,54.0,0.5062,0.3686,164.36,125.72,26.01
clean/clean_0223.jpg,24.8756,high,pass,34.902,-9.0,25.0,0.6906,0.5958,81.25,85.08,40.79
clean/clean_0224.jpg,12.5805,medium,pass,45.882,-6.0,36.0,0.5873,0.4686,118.33,110.16,45.55
clean/clean_0225.jpg,28.0295,high,pass,32.549,-10.0,27.0,0.7136,0.623,73.13,80.66,33.6
clean/clean_0226.jpg,16.5569,medium,pass,40.784,-9.0,33.0,0.6349,0.5276,99.73,99.87,40.8
clean/clean_0227.jpg,22.0485,high,pass,38.431,-20.0,32.0,0.6687,0.5548,74.83,98.97,35.29
clean/clean_0228.jpg,13.5901,medium,pass,47.843,-12.0,40.0,0.5741,0.4458,114.54,118.37,42.68
clean/clean_0229.jpg,18.1013,medium,pass,40.0,-10.0,26.0,0.6421,0.5367,93.3,98.05,50.99
clean/clean_0230.jpg,15.5919,medium,pass,44.706,-7.0,43.0,0.6054,0.4822,114.66,107.41,28.94
clean/clean_0231.jpg,28.4124,high,pass,31.373,-17.0,26.0,0.7283,0.6366,61.06,80.59,32.61
clean/clean_0232.jpg,2.8392,low,pass,64.706,-5.0,32.0,0.3931,0.2506,169.18,158.23,99.17
clean/clean_0233.jpg,16.734,medium,pass,38.824,-9.0,36.0,0.6589,0.5504,95.01,94.22,28.69
clean/clean_0234.jpg,18.9291,medium,pass,36.078,-19.0,29.0,0.6899,0.5821,69.32,92.54,35.33
clean/clean_0235.jpg,42.839,high,pass,16.471,-15.0,19.0,0.8574,0.8092,27.86,45.55,11.39
clean/clean_0236.jpg,32.3046,high,pass,24.314,-8.0,25.0,0.7835,0.7184,57.36,61.19,18.73
clean/clean_0237.jpg,12.5293,medium,pass,52.941,-9.0,46.0,0.525,0.3869,134.9,129.5,41.81
clean/clean_0238.jpg,42.9836,high,pass,18.039,-8.0,9.0,0.8315,0.7911,38.84,47.29,31.62
